TermID	Name	Value	LogSize	Frequency	Uniqueness	Dispensability	PC_0	PC_1	Representative
"GO:0002922"	"positive regulation of humoral immune response"	-300	3.0530784434834195	0.0027788674734226804	0.8325136975548679	0.42768263	-6.862951329341798	-2.5555591892490206	null
"GO:0002759"	"regulation of antimicrobial humoral response"	-300	2.989894563718773	0.0024022804730385616	0.871771207463646	0.80930808	null	null	2922
"GO:0005975"	"carbohydrate metabolic process"	-300	6.322974310459075	5.177832504046095	0.9721479668597423	0.12789186	0.7879226844277024	8.057409241792836	null
"GO:0005976"	"polysaccharide metabolic process"	-300	5.784921691257273	1.5000124790594245	0.9622964000189085	0.65038434	3.6277976069463436	6.933277896922945	null
"GO:0006022"	"aminoglycan metabolic process"	-300	5.639162639867929	1.0723474823879122	0.9492083950726273	0.66086986	5.078392821323615	4.577139029731497	null
"GO:0006029"	"proteoglycan metabolic process"	-300	4.62155015432547	0.10297070039914777	0.9504301732833796	0.4313818	5.907749580725363	4.069708853531903	null
"GO:0006040"	"amino sugar metabolic process"	-300	5.163814115597508	0.3589095635425583	0.9665075150904656	0.48266689	1.7077277130199378	7.5106070052868255	null
"GO:0006082"	"organic acid metabolic process"	-300	6.535454260345129	8.445551746967404	0.9301452702831381	0.6199216	4.088079155370497	3.3181289818295414	null
"GO:0006091"	"generation of precursor metabolites and energy"	-300	5.994197012048046	2.4286809447125486	0.9595994146045598	0.16070925	2.267675146051147	7.581835538766844	null
"GO:0006109"	"regulation of carbohydrate metabolic process"	-300	4.7283131918551256	0.1316676143695951	0.8691742339692224	0.27481377	-4.92766194984859	0.36925299592836397	null
"GO:0006139"	"nucleobase-containing compound metabolic process"	-300	6.873482138619112	18.39314412781983	0.9668128683422208	0.18871283	1.5188204041232343	7.664027172413853	null
"GO:0006259"	"DNA metabolic process"	-300	6.3549130597720795	5.572970721566783	0.9297504924762978	0.64503033	3.0919765342864305	5.993152554563947	null
"GO:0006260"	"DNA replication"	-300	5.767837581402916	1.4421509940592292	0.9355509140629409	0.66164169	2.722603012733759	6.1186504917193725	null
"GO:0006283"	"transcription-coupled nucleotide-excision repair"	-300	4.232767474176343	0.04206452180761169	0.8956782530947532	0.46946113	-0.29634676807826005	6.136601194805031	null
"GO:0006284"	"base-excision repair"	-300	5.116292201435749	0.3217086751516723	0.8785785693392857	0.59876278	-0.14409249174054067	6.073846073877618	null
"GO:0006287"	"base-excision repair, gap-filling"	-300	3.798167059715939	0.015462219192242051	0.902404522155883	0.39972372	-0.3280806848957628	6.2051092643072145	null
"GO:0006289"	"nucleotide-excision repair"	-300	5.093498730574553	0.3052594534290117	0.8790919895711916	0.5699986	-0.14034586061098145	6.093619307815523	null
"GO:0006301"	"postreplication repair"	-300	4.66533704224559	0.11389418476323088	0.887969467723386	0.50484093	-0.21709662477356528	6.101929404414013	null
"GO:0006303"	"double-strand break repair via nonhomologous end joining"	-300	4.598495042273587	0.09764679398195267	0.888490912015157	0.66148536	-0.21889214773099264	6.133575286085699	null
"GO:0000724"	"double-strand break repair via homologous recombination"	-300	5.210018718391943	0.3991994498777717	0.8746924279287001	0.78400083	null	null	6303
"GO:0006310"	"DNA recombination"	-300	5.870739739053611	1.827734239452524	0.9339658014743176	0.61482406	2.770782639249096	6.104709241785416	null
"GO:0006312"	"mitotic recombination"	-300	4.315130317183602	0.05084909046363078	0.9504508494539994	0.56095424	2.0706568123993456	6.369006271526045	null
"GO:0006325"	"chromatin organization"	-300	5.833474781755866	1.6774440287109929	0.9382421815395096	0.47975937	4.389755460873873	-5.08526601741879	null
"GO:0006338"	"chromatin remodeling"	-300	5.785161068138012	1.5008394936485032	0.9366994125515962	0.47288067	4.234348641726248	-5.199463806951702	null
"GO:0040029"	"epigenetic regulation of gene expression"	-300	4.81798822066788	0.1618659536356915	0.8160225090240585	0.75655761	null	null	6338
"GO:0006354"	"DNA-templated transcription elongation"	-300	4.903979379363818	0.19730943602478507	0.9229987770874083	0.66349346	3.0580388352704957	5.734362330770542	null
"GO:0006357"	"regulation of transcription by RNA polymerase II"	-300	6.230801833816229	4.1876991326832185	0.817376430814802	0.48364739	-5.223780784806501	-0.16401599141355327	null
"GO:0006355"	"regulation of DNA-templated transcription"	-300	6.655528356088988	11.135305937063894	0.7983105937047423	0.72663885	null	null	6357
"GO:0009889"	"regulation of biosynthetic process"	-300	6.757082570711665	14.06877837293839	0.8061904711456814	0.79797931	null	null	6357
"GO:0010468"	"regulation of gene expression"	-300	6.7497482160021365	13.833180130521608	0.7973662896617121	0.81405727	null	null	6357
"GO:0010556"	"regulation of macromolecule biosynthetic process"	-300	6.751995483723061	13.904945798300691	0.7972887673731242	0.85807699	null	null	6357
"GO:0019219"	"regulation of nucleobase-containing compound metabolic process"	-300	6.681471171615664	11.820748427527752	0.8069003462664203	0.76741413	null	null	6357
"GO:0031323"	"regulation of cellular metabolic process"	-300	6.776818384108402	14.72286076554673	0.7996834880351225	0.81834336	null	null	6357
"GO:0031326"	"regulation of cellular biosynthetic process"	-300	6.7533149697461	13.947256455402673	0.798047286236776	0.85374817	null	null	6357
"GO:0051252"	"regulation of RNA metabolic process"	-300	6.6718271249427055	11.561147071204134	0.8045959639281688	0.86519182	null	null	6357
"GO:0060255"	"regulation of macromolecule metabolic process"	-300	6.788579695073296	15.12702476431192	0.8046077860703124	0.81309371	null	null	6357
"GO:0080090"	"regulation of primary metabolic process"	-300	6.766150778424015	14.365627383358822	0.805737681449384	0.75285716	null	null	6357
"GO:2001141"	"regulation of RNA biosynthetic process"	-300	6.655643536761422	11.138259560596317	0.7984896858909651	0.86932043	null	null	6357
"GO:0006359"	"regulation of transcription by RNA polymerase III"	-300	3.908055874098767	0.019914806667371925	0.878377044873316	0.27294822	-6.870206171462774	1.0629363178542364	null
"GO:0006366"	"transcription by RNA polymerase II"	-300	5.323359371070169	0.5182403236462522	0.9163402148939042	0.656612	3.2155869107968966	5.6340960516577026	null
"GO:0006352"	"DNA-templated transcription initiation"	-300	5.498863065954816	0.7763107184388958	0.9131868449064374	0.75329215	null	null	6366
"GO:0006368"	"transcription elongation by RNA polymerase II"	-300	4.789206888864434	0.15148642827216321	0.9242414702848641	0.67469841	3.034016741032524	5.788424326812819	null
"GO:0006367"	"transcription initiation at RNA polymerase II promoter"	-300	4.892250475298266	0.1920519861370695	0.9226343913272301	0.82136538	null	null	6368
"GO:0006383"	"transcription by RNA polymerase III"	-300	4.851680204600478	0.17492343100195132	0.9237535509682817	0.43309729	3.0958487922159152	5.784674635504027	null
"GO:0006384"	"transcription initiation at RNA polymerase III promoter"	-300	4.204933522354144	0.039453026334359736	0.9317171874252522	0.53741386	2.86488983165985	6.0711599126908915	null
"GO:0006388"	"tRNA splicing, via endonucleolytic cleavage and ligation"	-300	4.330251389917909	0.052650800818409706	0.927607846902212	0.57445636	2.92035647071773	6.020417498181628	null
"GO:0006396"	"RNA processing"	-300	6.2525248812610785	4.402491558667012	0.8979126736366648	0.67362954	3.4101404810264593	5.3985681521814435	null
"GO:0006351"	"DNA-templated transcription"	-300	5.918800159642457	2.0416135034942102	0.9061072365170539	0.72753381	null	null	6396
"GO:0032774"	"RNA biosynthetic process"	-300	6.423332724148457	6.5238873564778945	0.8949780682334273	0.82991691	null	null	6396
"GO:0006397"	"mRNA processing"	-300	5.689537048003264	1.2042316958165515	0.907828990607567	0.67661264	3.3111182214933326	5.542713812386367	null
"GO:0000375"	"RNA splicing, via transesterification reactions"	-300	5.505959454108139	0.7890999083342936	0.9117952580090153	0.94953878	null	null	6397
"GO:0000377"	"RNA splicing, via transesterification reactions with bulged adenosine as nucleophile"	-300	5.505689796451917	0.7886100990984999	0.9117605561206249	0.99085613	null	null	6397
"GO:0000398"	"mRNA splicing, via spliceosome"	-300	5.500911275480265	0.7799805956779332	0.9102698266307837	0.86882747	null	null	6397
"GO:0006399"	"tRNA metabolic process"	-300	5.987850309592963	2.3934466773236682	0.9313552979147077	0.59425667	3.0245530855418674	6.115144614218826	null
"GO:0006412"	"translation"	-300	6.255454388144548	4.432288697403288	0.9182598615061935	0.51245829	4.343799094732457	5.10614601607287	null
"GO:0006413"	"translational initiation"	-300	5.294236893407935	0.4846280878472618	0.9335878432612775	0.55444556	4.608307013591657	5.2582907221366755	null
"GO:0006414"	"translational elongation"	-300	5.257906459687961	0.44573624998406275	0.9340829131427089	0.38472939	4.640613964759649	5.237209620395519	null
"GO:0006468"	"protein phosphorylation"	-300	6.183647586752504	3.756826993126081	0.9102072676052679	0.6496435	4.762623549265321	4.582784008467006	null
"GO:0036211"	"protein modification process"	-300	6.5265191621302225	8.273569632733158	0.9407834497513896	0.70996449	null	null	6468
"GO:0006470"	"protein dephosphorylation"	-300	5.301804520256447	0.49314683038536267	0.9264954746143803	0.49250648	5.1982156286601215	4.37671350275278	null
"GO:0035335"	"peptidyl-tyrosine dephosphorylation"	-300	4.2139690824147	0.04028250227638227	0.9399175841462856	0.72348764	null	null	6470
"GO:0006479"	"protein methylation"	-300	4.919971923220444	0.204710724326452	0.9576784302745383	0.64948042	5.873503864387066	4.681218199778821	null
"GO:0018022"	"peptidyl-lysine methylation"	-300	4.416756969168746	0.06425607994789415	0.9596266508386554	0.9125591	null	null	6479
"GO:0006508"	"proteolysis"	-300	6.335491800413612	5.329242630377004	0.9505293057393182	0.40112295	4.955178152722544	5.535458752410762	null
"GO:0006518"	"peptide metabolic process"	-300	5.210141876169784	0.3993126721131813	0.985178988255853	0.04380314	-6.547018767077058	5.549019158741003	null
"GO:0006520"	"amino acid metabolic process"	-300	6.349827285704941	5.5080894579711925	0.9719305714141215	0.12927537	0.947255560370069	8.059216235268696	null
"GO:0006560"	"proline metabolic process"	-300	4.798774909075712	0.15486094315795815	0.9464762095359972	0.56460956	3.4803654422462724	2.6608644050077634	null
"GO:0006536"	"glutamate metabolic process"	-300	5.034496102960969	0.2664808378012222	0.943974727615591	0.7153829	null	null	6560
"GO:0006575"	"cellular modified amino acid metabolic process"	-300	5.644975954811678	1.0867980855202988	0.9628587790106278	0.14404494	1.8121679733601903	7.796923216671238	null
"GO:0006605"	"protein targeting"	-300	5.485150507652978	0.7521820755319316	0.9282544921211614	0.64136976	6.5176848107375465	-0.9218295008888642	null
"GO:0006629"	"lipid metabolic process"	-300	6.385531203866832	5.980051423570241	0.9716358317759962	0.12214006	1.1169371621256865	8.031545275714066	null
"GO:0006638"	"neutral lipid metabolic process"	-300	4.9501700598082	0.21945176710619374	0.9462972406400333	0.48174134	4.749001328890035	1.1229431259697364	null
"GO:0006642"	"triglyceride mobilization"	-300	3.0060379549973173	0.0024933505319549823	0.9560267966737035	0.38385995	4.448364327509688	0.7708877319519556	null
"GO:0006643"	"membrane lipid metabolic process"	-300	5.53173430927655	0.8373498100893909	0.9395600451662544	0.670921	4.837939057512581	1.414849267839495	null
"GO:0006658"	"phosphatidylserine metabolic process"	-300	3.9278834103307068	0.02084519808008563	0.9349933466916533	0.66661788	4.675108069340471	1.7925242485599622	null
"GO:0006666"	"3-keto-sphinganine metabolic process"	-300	3.5686709780098966	0.009114389950473149	0.9442468750125623	0.67584408	4.450098542626999	1.745774105132901	null
"GO:0006690"	"icosanoid metabolic process"	-300	4.565847818673518	0.09057532697473977	0.9526817393100893	0.45116316	1.8256915353081928	4.469739931511125	null
"GO:0006790"	"sulfur compound metabolic process"	-300	5.985815233869408	2.3822573668416673	0.9596847115819606	0.16026425	2.118061129578088	7.574227505151789	null
"GO:0006793"	"phosphorus metabolic process"	-300	6.713141707407333	12.714975181439863	0.9504991617847879	0.21801318	5.585071873546938	3.081712863487646	null
"GO:0006805"	"xenobiotic metabolic process"	-300	4.777216512043379	0.14736120073854372	0.8966582640027232	0.64005696	-1.890630582111289	6.4915711072071955	null
"GO:0006808"	"regulation of nitrogen utilization"	-300	4.429865278734561	0.06622516230284378	0.858895582015291	0.52378389	-7.402219134593111	-0.5720513364816467	null
"GO:0006810"	"transport"	-300	6.876331770196184	18.51422792453157	0.9464458957260686	0.57305707	6.46287247990142	-1.3836362181385333	null
"GO:0051234"	"establishment of localization"	-300	6.888323017729411	19.032544550119077	0.9472802111585489	0.78220361	null	null	6810
"GO:0055085"	"transmembrane transport"	-300	6.721216453410256	12.953593503918547	0.9371825698033952	0.72016737	null	null	6810
"GO:0006811"	"monoatomic ion transport"	-300	6.300613307421874	4.917982551075166	0.9537081477939741	0.42763092	6.520239940696824	-1.3934443015045828	null
"GO:0006820"	"monoatomic anion transport"	-300	5.3205201586614885	0.5148633474075136	0.9612617742033092	0.68064668	6.760144924109028	-1.6442440034001669	null
"GO:0006836"	"neurotransmitter transport"	-300	4.765579153897841	0.14346487902868713	0.9665465631764726	0.2282901	6.6921767114045885	-2.0026962598589995	null
"GO:0006895"	"Golgi to endosome transport"	-300	4.121362840563391	0.03254646997437387	0.9351806500470938	0.62051471	6.182800676054249	-1.1866518138955722	null
"GO:0006909"	"phagocytosis"	-300	4.541803820948174	0.08569692544035204	0.9496037607249234	0.52770898	6.424811714141929	-2.0852128873585163	null
"GO:0006898"	"receptor-mediated endocytosis"	-300	4.814906530466386	0.16072142451687704	0.94719559175737	0.75843326	null	null	6909
"GO:0006915"	"apoptotic process"	-300	5.185227581152879	0.3770497347375319	0.9856407864855811	0.01384954	-6.340313759037245	5.77362892746673	null
"GO:0008630"	"intrinsic apoptotic signaling pathway in response to DNA damage"	-300	4.141543834220653	0.034094660975953026	0.8310878453825069	0.88538551	null	null	6915
"GO:0012501"	"programmed cell death"	-300	5.231775323975095	0.41970744260457216	0.9855230169984237	0.98611933	null	null	6915
"GO:0030330"	"DNA damage response, signal transduction by p53 class mediator"	-300	3.3942765267678214	0.006099232594456511	0.8480914785591173	0.90509656	null	null	6915
"GO:0042771"	"intrinsic apoptotic signaling pathway in response to DNA damage by p53 class mediator"	-300	3.6599162000698504	0.011245921599706134	0.8410548137777359	0.93615908	null	null	6915
"GO:0072332"	"intrinsic apoptotic signaling pathway by p53 class mediator"	-300	3.815378484965918	0.016087402839938564	0.8442973775017902	0.84407132	null	null	6915
"GO:0097190"	"apoptotic signaling pathway"	-300	4.6552441130877975	0.11127776658409155	0.8284665024673364	0.88041351	null	null	6915
"GO:0097193"	"intrinsic apoptotic signaling pathway"	-300	4.411703863405971	0.06351275135890067	0.8316417208473366	0.84226507	null	null	6915
"GO:0006950"	"response to stress"	-300	6.428160883324095	6.596819705552286	0.9287348444326597	0.6276778	-2.568362567054529	6.244300563781127	null
"GO:0006952"	"defense response"	-300	5.6598135537959715	1.1245700077941203	0.9308249728279583	0.66772524	-2.359267896659085	6.125825607721661	null
"GO:0006979"	"response to oxidative stress"	-300	5.493504057283511	0.7667902052527142	0.9330520375305603	0.63571703	-2.37569323307087	6.130577927615095	null
"GO:0006996"	"organelle organization"	-300	6.4253582825587365	6.55438598080312	0.9291689202391538	0.61792488	4.2023815954216985	-5.036264607801921	null
"GO:0006997"	"nucleus organization"	-300	4.64635470602076	0.10902316728767422	0.9433808233473616	0.43810306	4.663547928032401	-4.837725124769286	null
"GO:0006999"	"nuclear pore organization"	-300	4.034828915655837	0.026666297791905505	0.9421073452813664	0.67892355	4.63123898338487	-4.969031848320644	null
"GO:0006998"	"nuclear envelope organization"	-300	4.296314103353241	0.04869294528496092	0.9405543154448561	0.85942665	null	null	6999
"GO:0051292"	"nuclear pore complex assembly"	-300	2.7774268223893115	0.0014718890603248563	0.9484427482852826	0.70406717	null	null	6999
"GO:0007005"	"mitochondrion organization"	-300	5.4279775769010445	0.6594013763196482	0.934755200996419	0.51835597	4.450552851037302	-4.912638436756535	null
"GO:0007010"	"cytoskeleton organization"	-300	5.8870825415010435	1.8978237258769566	0.9283044795268732	0.6271739	4.3342821798994295	-4.900292064094554	null
"GO:0007017"	"microtubule-based process"	-300	5.74006015726112	1.352798959497502	0.9894491579226664	0.01745415	-6.405121866437472	5.623479324994011	null
"GO:0007033"	"vacuole organization"	-300	5.039441881406334	0.2695329154513942	0.9393550342677843	0.47509496	4.563724859147454	-4.861401755977798	null
"GO:0007049"	"cell cycle"	-300	5.920971251397435	2.051845347681118	0.989008738478398	0.01834623	-6.165539764421624	5.7940009272520205	null
"GO:0007079"	"mitotic chromosome movement towards spindle pole"	-300	2.392696953259666	0.0006054928241470144	0.9046148677363863	0.60385353	4.793906963615504	-3.68392266495066	null
"GO:0007099"	"centriole replication"	-300	4.1736523746892695	0.036711079155092356	0.910809528296887	0.63976393	3.722807214447377	-4.687757843972649	null
"GO:0007098"	"centrosome cycle"	-300	4.540992300356618	0.08553693749901238	0.9111540169528655	0.91739793	null	null	7099
"GO:0051298"	"centrosome duplication"	-300	4.2879584058601505	0.0477650152251909	0.9145776410795424	0.93306056	null	null	7099
"GO:0098534"	"centriole assembly"	-300	4.178890655048907	0.03715658403789972	0.9317065494053242	0.86830778	null	null	7099
"GO:0007112"	"male meiosis cytokinesis"	-300	2.813580988568192	0.001599879413396583	0.9136688345146337	0.63944852	3.079156681772999	-4.805284316112517	null
"GO:0007114"	"cell budding"	-300	2.9921114877869495	0.0024145872377569965	0.9662161166380373	0.54655158	-3.3042658702254486	-6.620260453265111	null
"GO:0007154"	"cell communication"	-300	6.574350790896292	9.236864411598072	0.9870306194413826	0.03454011	-6.137941683775227	5.954388163961023	null
"GO:0007155"	"cell adhesion"	-300	5.620991303588418	1.0284049482842672	0.9897194049892237	0.01691288	-5.713053332296019	6.425639614554564	null
"GO:0007163"	"establishment or maintenance of cell polarity"	-300	4.964203040909922	0.22665860852530942	0.9909845824010722	0.01322608	-6.015033143840896	6.054767240243848	null
"GO:0007164"	"establishment of tissue polarity"	-300	3.7107940999303275	0.01264397007172038	0.9019996149450346	0.50621754	-0.626724940704258	-7.033779234643255	null
"GO:0007166"	"cell surface receptor signaling pathway"	-300	5.8500516596084555	1.7427092633657988	0.7920251588643492	0.61586777	-4.199144458845521	3.1330575892662096	null
"GO:0007186"	"G protein-coupled receptor signaling pathway"	-300	5.774433748393295	1.464221945905271	0.795107401937175	0.60127973	-4.183935035319498	3.1872036196550977	null
"GO:0007187"	"G protein-coupled receptor signaling pathway, coupled to cyclic nucleotide second messenger"	-300	4.273232834043045	0.046172519870625386	0.8403325877744293	0.5878501	-3.8752102891300395	4.190122630757699	null
"GO:0007188"	"adenylate cyclase-modulating G protein-coupled receptor signaling pathway"	-300	5.149249912590282	0.34707291723636735	0.8163034355121345	0.68550221	-4.08788602418946	3.591470038039865	null
"GO:0007189"	"adenylate cyclase-activating G protein-coupled receptor signaling pathway"	-300	4.974050902792877	0.23185698594237647	0.8216877921798085	0.70962155	null	null	7188
"GO:0007218"	"neuropeptide signaling pathway"	-300	4.794808595205845	0.15345304927416917	0.8268702141682072	0.2983512	-4.021505604441982	3.8378968649925214	null
"GO:0007219"	"Notch signaling pathway"	-300	4.5554934774066025	0.0884413339725631	0.8319111797433913	0.59889884	-3.98336983570993	4.01651357985654	null
"GO:0007221"	"positive regulation of transcription of Notch receptor target"	-300	3.3533390953113047	0.005550350888014299	0.7937670949330204	0.49830267	-3.84266829304639	2.700584273753267	null
"GO:0007224"	"smoothened signaling pathway"	-300	4.22177925693969	0.041013524100657325	0.8401933433527773	0.56615878	-3.932860860495408	4.253705478172013	null
"GO:0007259"	"cell surface receptor signaling pathway via JAK-STAT"	-300	3.989138224215789	0.024003113906836116	0.8454902660985631	0.2649547	-3.9689805833818292	4.476220891040298	null
"GO:0007264"	"small GTPase-mediated signal transduction"	-300	5.2043262235564915	0.3940010724607046	0.8101039491073524	0.6875713	-4.052470856883549	3.562247786941797	null
"GO:0000165"	"MAPK cascade"	-300	4.759176625403369	0.14136534496772205	0.8236970322997886	0.79398316	null	null	7264
"GO:0007265"	"Ras protein signal transduction"	-300	4.656740061467408	0.11166173764330672	0.8262866562764203	0.78672887	null	null	7264
"GO:0007266"	"Rho protein signal transduction"	-300	4.472361456582478	0.07303326454508217	0.8311888985680401	0.75288358	null	null	7264
"GO:0007267"	"cell-cell signaling"	-300	5.406652571520464	0.6278049885815375	0.8550602505655642	0.52901498	-5.026256034374958	1.9199592699988228	null
"GO:0007291"	"sperm individualization"	-300	2.7299742856995555	0.0013192851778162592	0.8658397157982894	0.60891156	-0.4176462891572611	-6.145567291719071	null
"GO:0007304"	"chorion-containing eggshell formation"	-300	3.0086001717619175	0.0025081186496171046	0.8718631685418715	0.58272845	-1.0717002496363655	-6.469105212552862	null
"GO:0002066"	"columnar/cuboidal epithelial cell development"	-300	3.2405492482826	0.004280292769071781	0.8926729915129359	0.76211048	null	null	7304
"GO:0007299"	"follicle cell of egg chamber-cell adhesion"	-300	1.5797835966168101	9.107005891642088E-05	0.8921668219732157	0.80339002	null	null	7304
"GO:0030703"	"eggshell formation"	-300	3.0330214446829107	0.0026533384732946408	0.8773312738817972	0.7244009	null	null	7304
"GO:0007349"	"cellularization"	-300	3.022840610876528	0.002591804649702464	0.8892942132229693	0.49720125	0.010788324885473094	-6.561496942488627	null
"GO:0007389"	"pattern specification process"	-300	4.9222114723180175	0.20576910609223742	0.8652451742570668	0.60359453	-0.2766169531929746	-6.558904727910296	null
"GO:0007444"	"imaginal disc development"	-300	3.5560611590095323	0.008853486538442321	0.903394805976301	0.53804205	-0.9622434550086818	-7.051049029772733	null
"GO:0007565"	"female pregnancy"	-300	3.6909930320998696	0.012080320247616044	0.9056841637775549	0.60553888	0.39815336186922107	-5.481474564208915	null
