TermID	Name	Value	LogSize	Frequency	Uniqueness	Dispensability	Representative
"GO:0003777"	"microtubule motor activity"	-300	4.960589680883954	0.199336477831129	0.9898469737048817	0.53923957	null
"GO:0008574"	"plus-end-directed microtubule motor activity"	-300	3.9356583861006342	0.01881957767793783	0.990955404475068	0.74999706	3777
"GO:0003823"	"antigen binding"	-300	4.338356873353702	0.04757061887183682	0.9715389993053053	0.03477977	null
"GO:0003824"	"catalytic activity"	-300	7.442996037341388	60.53379149902957	1	-0	null
"GO:0003842"	"1-pyrroline-5-carboxylate dehydrogenase activity"	-300	4.074084689028243	0.025885104579293057	0.9578466968989042	0.31445293	null
"GO:0003899"	"DNA-directed 5'-3' RNA polymerase activity"	-300	5.102526317851885	0.27639153827958196	0.8491571699239092	0.62918309	null
"GO:0034062"	"5'-3' RNA polymerase activity"	-300	5.141540699188173	0.30237050064594895	0.8491683319370628	0.98931009	3899
"GO:0004100"	"chitin synthase activity"	-300	4.088171539864352	0.026738555619895434	0.9197929461674408	0.69411846	null
"GO:0004123"	"cystathionine gamma-lyase activity"	-300	3.2081725266671217	0.0035229411241233656	0.9757129359061224	0.39160935	null
"GO:0004142"	"diacylglycerol cholinephosphotransferase activity"	-300	3.3560258571931225	0.004952635322574918	0.9108843201816472	0.65676724	null
"GO:0004364"	"glutathione transferase activity"	-300	4.853375716612023	0.15572971340873956	0.9163785538559063	0.21619908	null
"GO:0004392"	"heme oxygenase (decyclizing) activity"	-300	3.794139355767774	0.013585368994141159	0.9596660307327883	0.29896677	null
"GO:0004468"	"lysine N-acetyltransferase activity, acting on acetyl phosphate as donor"	-300	2.315970345456918	0.00044964428226109874	0.905441507018106	0.46338466	null
"GO:0004518"	"nuclease activity"	-300	5.99046539455887	2.135338869065615	0.8965444096135564	0.69440334	null
"GO:0004549"	"tRNA-specific ribonuclease activity"	-300	4.435366506612661	0.059477461394818826	0.8926520906588943	0.58650905	null
"GO:0004553"	"hydrolase activity, hydrolyzing O-glycosyl compounds"	-300	5.85477167163393	1.5623305307616389	0.9293050925891809	0.31896947	null
"GO:0004566"	"beta-glucuronidase activity"	-300	3.628491104967123	0.009276641745678008	0.952964846815362	0.57293818	null
"GO:0004605"	"phosphatidate cytidylyltransferase activity"	-300	4.215267343431722	0.03582966453065988	0.8969770555365031	0.54157105	null
"GO:0004667"	"prostaglandin-D synthase activity"	-300	2.3384564936046046	0.00047365441383814767	0.9815938619858487	0.40899688	null
"GO:0004672"	"protein kinase activity"	-300	6.2106261364593225	3.545093744612045	0.841524605298774	0.63143362	null
"GO:0004674"	"protein serine/threonine kinase activity"	-300	5.908876243812141	1.7696099966663024	0.851624131790525	0.79493127	4672
"GO:0016301"	"kinase activity"	-300	6.425638868946679	5.816216455963574	0.8510142074379055	0.78784155	4672
"GO:0016773"	"phosphotransferase activity, alcohol group as acceptor"	-300	6.326354707261492	4.627605805937937	0.8547022206811768	0.72701747	4672
"GO:0004693"	"cyclin-dependent protein serine/threonine kinase activity"	-300	4.288852614199747	0.04244554714975401	0.8804330356613052	0.39339108	null
"GO:0004771"	"sterol ester esterase activity"	-300	3.599773939146388	0.008682936673954615	0.9249155328706478	0.60136087	null
"GO:0004888"	"transmembrane signaling receptor activity"	-300	5.898396045930009	1.7274176472677247	0.962569373728987	-0	null
"GO:0001653"	"peptide receptor activity"	-300	5.012495557789069	0.22464315651333863	0.9677024317533011	0.74396746	4888
"GO:0004930"	"G protein-coupled receptor activity"	-300	5.672640848466375	1.0271687080407943	0.9465500674805073	0.87490166	4888
"GO:0008528"	"G protein-coupled peptide receptor activity"	-300	4.944176584107874	0.1919435400446322	0.9498376003704867	0.73262056	4888
"GO:0038023"	"signaling receptor activity"	-300	5.984808501104928	2.1077053903596656	0.9638903856015578	0.89908384	4888
"GO:0097642"	"calcitonin family receptor activity"	-300	3.2600713879850747	0.003970402667150187	0.9603959792071405	0.74250073	4888
"GO:0005048"	"signal sequence binding"	-300	4.9089940781402515	0.17700705546447348	0.9601435597012343	0.03876593	null
"GO:0008139"	"nuclear localization sequence binding"	-300	4.512777754160414	0.07108308590347058	0.9621871544972681	0.83476582	5048
"GO:0005102"	"signaling receptor binding"	-300	5.70015401283437	1.094346873454143	0.8448053807238001	0.51026669	null
"GO:0005113"	"patched binding"	-300	3.6313422864839326	0.009337758444237768	0.8851205480126068	0.50666848	null
"GO:0005198"	"structural molecule activity"	-300	6.151746667822227	3.0956240814896883	1	-0	null
"GO:0005215"	"transporter activity"	-300	6.664249240943595	10.075137960578989	1	-0	null
"GO:0005488"	"binding"	-300	7.428322116042559	58.52264612691586	1	-0	null
"GO:0005509"	"calcium ion binding"	-300	5.795675677155207	1.3635681133491246	0.9373899612380386	0.24497288	null
"GO:0005515"	"protein binding"	-300	6.578532284734752	8.27054301946569	0.952012134064635	0.10186603	null
"GO:0005525"	"GTP binding"	-300	5.916743381737514	1.8019581921182901	0.8924619503976454	0.67778547	null
"GO:0032561"	"guanyl ribonucleotide binding"	-300	5.9319874479682255	1.8663315376155927	0.8935047896580794	0.97665629	5525
"GO:0005539"	"glycosaminoglycan binding"	-300	4.886315844136417	0.16800107338384584	0.9457739791810826	0.22445798	null
"GO:0005543"	"phospholipid binding"	-300	5.489170694452846	0.6732419066812186	0.9305223758817158	0.55457636	null
"GO:0005544"	"calcium-dependent phospholipid binding"	-300	4.658621843187422	0.09945214773137107	0.93652668947867	0.72859325	5543
"GO:0005546"	"phosphatidylinositol-4,5-bisphosphate binding"	-300	4.588910070624464	0.08470337872536018	0.9182477329503542	0.88573178	5543
"GO:0035091"	"phosphatidylinositol binding"	-300	5.2925728135330035	0.4281268388895943	0.929201069396522	0.8303271	5543
"GO:1901981"	"phosphatidylinositol phosphate binding"	-300	5.026169497836874	0.2318287340725791	0.9313122845939553	0.8623206	5543
"GO:1902936"	"phosphatidylinositol bisphosphate binding"	-300	4.797392200779495	0.13689485655616176	0.9334114176243922	0.74867273	5543
"GO:0005545"	"1-phosphatidylinositol binding"	-300	4.018450832386356	0.0227725184312138	0.9415048914020567	0.64837066	null
"GO:0008013"	"beta-catenin binding"	-300	4.287286539262812	0.04229275540335461	0.8780379849017872	0.31272628	null
"GO:0008080"	"N-acetyltransferase activity"	-300	5.204716727400483	0.3497162973766552	0.8584113032843218	0.65070779	null
"GO:0004402"	"histone acetyltransferase activity"	-300	4.536242706838319	0.07502947843904373	0.861882130903395	0.83376802	8080
"GO:0010484"	"histone H3 acetyltransferase activity"	-300	3.7446840632768863	0.012122933707175447	0.8769765251530159	0.87382727	8080
"GO:0034212"	"peptide N-acetyltransferase activity"	-300	4.883030824763581	0.1667350846279651	0.8649597695626953	0.88900922	8080
"GO:0061733"	"peptide-lysine-N-acetyltransferase activity"	-300	4.5820633629117085	0.08337845601015394	0.863121417422371	0.89409056	8080
"GO:0008092"	"cytoskeletal protein binding"	-300	5.843058900884321	1.5207580793055957	0.8403732441975054	0.54166895	null
"GO:0008094"	"ATP-dependent activity, acting on DNA"	-300	5.680281109863301	1.0453989461254773	0.920628825794054	0.65421902	null
"GO:0008134"	"transcription factor binding"	-300	4.94350935487179	0.19164887024800478	0.864618600733361	0.37891534	null
"GO:0008138"	"protein tyrosine/serine/threonine phosphatase activity"	-300	4.383222742078735	0.05274807633554229	0.9017851072473656	0.6500361	null
"GO:0008168"	"methyltransferase activity"	-300	6.061996514261222	2.517665290602371	0.8848373444530802	0.36351172	null
"GO:0008170"	"N-methyltransferase activity"	-300	5.381519391263657	0.5254355366929052	0.9003843828102255	0.78377275	8168
"GO:0008757"	"S-adenosylmethionine-dependent methyltransferase activity"	-300	5.788019100970831	1.3397391491285207	0.8915467060587079	0.87553713	8168
"GO:0008201"	"heparin binding"	-300	4.582949238100234	0.08354870967042755	0.9464982244886473	0.23482728	null
"GO:0008270"	"zinc ion binding"	-300	6.245500823257672	3.8415140981053537	0.9276165433043129	0.51267875	null
"GO:0008289"	"lipid binding"	-300	5.752489436297913	1.2344983769478466	0.9619418346568371	0.05241995	null
"GO:0008375"	"acetylglucosaminyltransferase activity"	-300	4.823128481857082	0.1452525650842091	0.9093912447513541	0.65613794	null
"GO:0008429"	"phosphatidylethanolamine binding"	-300	3.742882171437273	0.012072730704787073	0.9448019581041451	0.61902848	null
"GO:0015932"	"nucleobase-containing compound transmembrane transporter activity"	-300	4.977197561930761	0.20710702950515578	0.9745296776180092	0.343228	null
"GO:0016209"	"antioxidant activity"	-300	5.505388774621988	0.6988585343346956	0.9781940581903469	0.01365914	null
"GO:0004601"	"peroxidase activity"	-300	5.34677728018441	0.48503958168413747	0.928469317887449	0.93320998	16209
"GO:0004602"	"glutathione peroxidase activity"	-300	4.189490313699367	0.033764793215033666	0.9413096111672957	0.74128036	16209
"GO:0016298"	"lipase activity"	-300	5.4497282587588876	0.6147925154657442	0.8996342945239569	0.56495413	null
"GO:0004620"	"phospholipase activity"	-300	5.16558557182839	0.31958358224745875	0.902255739169737	0.80240529	16298
"GO:0004622"	"lysophospholipase activity"	-300	4.5711495942828835	0.08130921921605916	0.91130764449893	0.80653343	16298
"GO:0004623"	"phospholipase A2 activity"	-300	4.582642793445322	0.08348977571110205	0.9111322503655646	0.71311099	16298
"GO:0004806"	"triacylglycerol lipase activity"	-300	4.678700434998304	0.10415813352047265	0.9106340772255886	0.72630062	16298
"GO:0047499"	"calcium-independent phospholipase A2 activity"	-300	3.946746935033585	0.019306328527181643	0.9199018172576251	0.73238997	16298
"GO:0016410"	"N-acyltransferase activity"	-300	5.323600633759776	0.45983330900670455	0.8689190634532917	0.66782274	null
"GO:0016407"	"acetyltransferase activity"	-300	5.462538746404047	0.6331973726891694	0.8653779650319097	0.70578251	16410
"GO:0016491"	"oxidoreductase activity"	-300	6.705334884838153	11.074819433442528	0.9620009571649071	0.09077751	null
"GO:0016502"	"nucleotide receptor activity"	-300	4.068334313117254	0.025544597258745815	0.970974590806164	0.61279848	null
"GO:0016614"	"oxidoreductase activity, acting on CH-OH group of donors"	-300	5.956898046912602	1.9765118486834359	0.9395031411024665	0.48988668	null
"GO:0016616"	"oxidoreductase activity, acting on the CH-OH group of donors, NAD or NADP as acceptor"	-300	5.895621966287966	1.716418824266202	0.9387727240505797	0.47429504	null
"GO:0016645"	"oxidoreductase activity, acting on the CH-NH group of donors"	-300	5.21037203402529	0.35430004976863727	0.9483914738293252	0.39815819	null
"GO:0016646"	"oxidoreductase activity, acting on the CH-NH group of donors, NAD or NADP as acceptor"	-300	5.027626815293221	0.23260797197921604	0.9501882643897273	0.38181278	null
"GO:0016651"	"oxidoreductase activity, acting on NAD(P)H"	-300	5.511090216773934	0.7080937040349223	0.9451377172944065	0.42833259	null
"GO:0016655"	"oxidoreductase activity, acting on NAD(P)H, quinone or similar compound as acceptor"	-300	5.262906504093203	0.3998581830664706	0.9394502442803825	0.40311927	null
"GO:0003954"	"NADH dehydrogenase activity"	-300	5.039763001054312	0.23919984446673315	0.9418887085620006	0.85058546	16655
"GO:0008137"	"NADH dehydrogenase (ubiquinone) activity"	-300	4.982732425961215	0.20976342315327112	0.9254869617611516	0.84439289	16655
"GO:0050136"	"NADH:ubiquinone reductase (non-electrogenic) activity"	-300	4.6819463931246785	0.1049395541663439	0.9449285013863429	0.79398343	16655
"GO:0016684"	"oxidoreductase activity, acting on peroxide as acceptor"	-300	5.353858551860327	0.4930131281069519	0.9468879060078214	0.41200705	null
"GO:0016705"	"oxidoreductase activity, acting on paired donors, with incorporation or reduction of molecular oxygen"	-300	5.842845042414387	1.5200093997482385	0.9410480701131967	0.05282935	null
"GO:0016740"	"transferase activity"	-300	6.970537570542658	20.395735861748616	0.9584804582283928	0.12785535	null
"GO:0016741"	"transferase activity, transferring one-carbon groups"	-300	6.098300307104564	2.7371702789582213	0.8912668829196089	0.36792874	null
"GO:0016746"	"acyltransferase activity"	-300	6.235965299068024	3.758087621832046	0.887505830307692	0.36270092	null
"GO:0016757"	"glycosyltransferase activity"	-300	6.055236474360304	2.4787797911437233	0.8923915639955077	0.30356034	null
"GO:0016758"	"hexosyltransferase activity"	-300	5.7256143817364284	1.1604205728149475	0.893256102563156	0.31042832	null
"GO:0008194"	"UDP-glycosyltransferase activity"	-300	5.423152449604138	0.5782992982078641	0.8997368635483367	0.7504777	16758
"GO:0016765"	"transferase activity, transferring alkyl or aryl (other than methyl) groups"	-300	5.645496937999086	0.9649344469930834	0.9020138250976988	0.25609671	null
"GO:0016772"	"transferase activity, transferring phosphorus-containing groups"	-300	6.5612178162308625	7.947298983522348	0.8774901223910222	0.43538747	null
"GO:0016776"	"phosphotransferase activity, phosphate group as acceptor"	-300	5.181028521427331	0.3311521001891278	0.8870332819638468	0.47796492	null
"GO:0016779"	"nucleotidyltransferase activity"	-300	5.904770707450465	1.752960061787236	0.8685577486202353	0.47683746	null
"GO:0016780"	"phosphotransferase activity, for other substituted phosphate groups"	-300	5.171012278523061	0.32360200517776305	0.8872521446452433	0.40228821	null
"GO:0016782"	"transferase activity, transferring sulphur-containing groups"	-300	5.384091647297817	0.5285568537979215	0.9072842024204283	0.21127098	null
"GO:0016783"	"sulfurtransferase activity"	-300	5.077549580451794	0.26094429271860237	0.9095464969231256	0.22617092	null
"GO:0031071"	"cysteine desulfurase activity"	-300	4.372267444095654	0.05143406731650743	0.9199366217117756	0.77138824	16783
"GO:0016787"	"hydrolase activity"	-300	7.005607044515442	22.11102402709146	0.9579661269067928	0.10786404	null
"GO:0016788"	"hydrolase activity, acting on ester bonds"	-300	6.425156820293157	5.809764278787051	0.9223348924298232	0.41401939	null
"GO:0016791"	"phosphatase activity"	-300	5.87097478517927	1.6217206825870867	0.8958634879392315	0.62928167	null
"GO:0004721"	"phosphoprotein phosphatase activity"	-300	5.460215058232384	0.6298184923545084	0.8809737862703805	0.82546286	16791
"GO:0004725"	"protein tyrosine phosphatase activity"	-300	5.031056846415667	0.23445238663218027	0.8898543612758547	0.74531383	16791
"GO:0016798"	"hydrolase activity, acting on glycosyl bonds"	-300	5.954792267676311	1.966951450837302	0.9315178672505202	0.32925838	null
"GO:0016817"	"hydrolase activity, acting on acid anhydrides"	-300	6.430880624395314	5.886841166627846	0.9222081118568137	0.38898224	null
"GO:0016829"	"lyase activity"	-300	6.207799114948391	3.5220920385612318	0.9671849042818194	0.05949562	null
"GO:0016835"	"carbon-oxygen lyase activity"	-300	5.769445271598116	1.2836492990253	0.962933934284044	0.60973945	null
"GO:0016846"	"carbon-sulfur lyase activity"	-300	4.953817658206996	0.19625226729309536	0.9681983778392018	0.35721664	null
"GO:0016853"	"isomerase activity"	-300	6.044417842934899	2.417794056938019	0.968581143587235	0.05631442	null
"GO:0016860"	"intramolecular oxidoreductase activity"	-300	5.271567473250777	0.4079124908409533	0.9715988043422628	0.04494619	null
"GO:0016887"	"ATP hydrolysis activity"	-300	6.266433504976146	4.031207233999447	0.9064704511492649	0.3089935	null
"GO:0003924"	"GTPase activity"	-300	5.7677241600377736	1.2785722475663712	0.9252986213189623	0.7362476	16887
"GO:0016462"	"pyrophosphatase activity"	-300	6.4248403277101716	5.8055319474117875	0.9115561668168501	0.92229039	16887
"GO:0016818"	"hydrolase activity, acting on acid anhydrides, in phosphorus-containing anhydrides"	-300	6.429464484753099	5.867676716150893	0.9114599990922142	0.93828784	16887
"GO:0017111"	"ribonucleoside triphosphate phosphatase activity"	-300	6.383259580160806	5.2754711862814485	0.912541111692339	0.8714522	16887
"GO:0016893"	"endonuclease activity, active with either ribo- or deoxyribonucleic acids and producing 5'-phosphomonoesters"	-300	5.311758098054422	0.4474637257660558	0.903065620062733	0.54665156	null
"GO:0004519"	"endonuclease activity"	-300	5.7709734498986265	1.2881741174579566	0.8947534984012191	0.83264694	16893
"GO:0004521"	"RNA endonuclease activity"	-300	5.438219474427008	0.5987144582660586	0.8697320594455525	0.81612837	16893
"GO:0004540"	"RNA nuclease activity"	-300	5.624122171751174	0.9185927103101448	0.8675039004704296	0.74547069	16893
"GO:0016891"	"RNA endonuclease activity, producing 5'-phosphomonoesters"	-300	5.214907398687799	0.35801943742384557	0.8749036030406689	0.86451961	16893
"GO:0017056"	"structural constituent of nuclear pore"	-300	4.643916334364099	0.09614093231297259	0.983118103397836	0.21257416	null
"GO:0017169"	"CDP-alcohol phosphatidyltransferase activity"	-300	4.408155133886265	0.05586502796209009	0.8995855202064207	0.32767853	null
"GO:0019001"	"guanyl nucleotide binding"	-300	5.932601598909766	1.8689726520890682	0.9082002804159268	0.25261825	null
"GO:0019003"	"GDP binding"	-300	4.398547595734928	0.05464269399089488	0.9217262019146718	0.27190491	null
"GO:0019103"	"pyrimidine nucleotide binding"	-300	2.5622928644564746	0.0007945170812768929	0.9518471246038905	0.07176934	null
"GO:0019205"	"nucleobase-containing compound kinase activity"	-300	5.117894111166701	0.2863470119271202	0.8853518197402838	0.37020117	null
"GO:0019207"	"kinase regulator activity"	-300	5.218052103367128	0.360621262591104	0.932020528001779	0.66609235	null
"GO:0019208"	"phosphatase regulator activity"	-300	4.93617180205911	0.18843806083438308	0.935249246717178	0.61947298	null
"GO:0019887"	"protein kinase regulator activity"	-300	5.17186388537831	0.3242371822949377	0.9245624581550342	0.65451184	null
"GO:0016538"	"cyclin-dependent protein serine/threonine kinase regulator activity"	-300	4.850290813623384	0.1546274300954296	0.9282365904515827	0.91856886	19887
"GO:0019209"	"kinase activator activity"	-300	4.794153308779997	0.13587770007298863	0.9272001575649207	0.90894096	19887
"GO:0030295"	"protein kinase activator activity"	-300	4.787998581154551	0.1339656205037618	0.9256313568889384	0.90789765	19887
"GO:0043539"	"protein serine/threonine kinase activator activity"	-300	4.5383726249901555	0.07539836136963655	0.9284707390597547	0.95501202	19887
"GO:0061575"	"cyclin-dependent protein serine/threonine kinase activator activity"	-300	4.199837422208157	0.03457895494941905	0.9320213347908828	0.81815321	19887
"GO:0019888"	"protein phosphatase regulator activity"	-300	4.899535984652174	0.17319381002219125	0.9297502876615111	0.61436066	null
"GO:0004864"	"protein phosphatase inhibitor activity"	-300	4.4545094856859055	0.0621578651745112	0.9325589901218972	0.91143087	19888
"GO:0004865"	"protein serine/threonine phosphatase inhibitor activity"	-300	3.9208534961212593	0.018188766039231728	0.9375995237764594	0.83661555	19888
"GO:0019212"	"phosphatase inhibitor activity"	-300	4.50651856161725	0.07006592942029742	0.9327206958259239	0.91944381	19888
"GO:0019899"	"enzyme binding"	-300	5.8127135352187285	1.4181256805098825	0.8413359658898776	0.52546413	null
"GO:0019902"	"phosphatase binding"	-300	4.61212662166355	0.08935479603360484	0.8515828735192456	0.61639678	null
"GO:0019903"	"protein phosphatase binding"	-300	4.5009770535891995	0.0691775545519466	0.8521803231750044	0.60502169	null
"GO:0008157"	"protein phosphatase 1 binding"	-300	4.063220735581995	0.025245561983649842	0.8613450439285539	0.90151688	19903
"GO:0019904"	"protein domain specific binding"	-300	4.869325611090526	0.16155544442502534	0.8662857056098607	0.37362673	null
"GO:0020037"	"heme binding"	-300	5.829499322166181	1.4740103531250812	0.939860692450723	0.05353971	null
"GO:0022857"	"transmembrane transporter activity"	-300	6.655210971305204	9.86762712431549	0.9759142085946275	0.49734809	null
"GO:0030234"	"enzyme regulator activity"	-300	5.983156562211189	2.0997034683268057	0.9328306405031097	0.59208104	null
"GO:0004857"	"enzyme inhibitor activity"	-300	5.354246776416515	0.49345404143227595	0.9267655762334003	0.75504378	30234
"GO:0005085"	"guanyl-nucleotide exchange factor activity"	-300	5.31739885744299	0.4533134669139186	0.9308096479037388	0.74870316	30234
"GO:0008047"	"enzyme activator activity"	-300	5.540111647146953	0.7570285349281823	0.9246835443996549	0.78873665	30234
"GO:0060589"	"nucleoside-triphosphatase regulator activity"	-300	5.616713864062984	0.9030559724405598	0.9269115323276941	0.73273614	30234
"GO:0030276"	"clathrin binding"	-300	4.74338431860338	0.12088664701197296	0.8690215502545797	0.3649785	null
"GO:0030305"	"heparanase activity"	-300	1.7160033436347992	0.00011131970094813608	0.9634974178273549	0.43111352	null
"GO:0030332"	"cyclin binding"	-300	4.2188504776576785	0.03612651706652158	0.8792825386056023	0.30939179	null
"GO:0030507"	"spectrin binding"	-300	3.515476441382376	0.007150653731492035	0.8821448885084185	0.55408194	null
"GO:0030551"	"cyclic nucleotide binding"	-300	4.597146487833696	0.08632515397642812	0.9334505779256959	0.17490841	null
"GO:0030552"	"cAMP binding"	-300	4.017534159437198	0.0227244981680597	0.9307134484347792	0.19656688	null
"GO:0030674"	"protein-macromolecule adaptor activity"	-300	5.73057961144465	1.173763657754084	0.9776572777557455	-0	null
"GO:0003712"	"transcription coregulator activity"	-300	5.496207067291576	0.684238546943507	0.9661570864774518	0.90890575	30674
"GO:0003713"	"transcription coactivator activity"	-300	5.025482005604021	0.23146203388122052	0.9599590126711173	0.81520167	30674
"GO:0035591"	"signaling adaptor activity"	-300	4.558888489536734	0.07904571863011373	0.9808950919848584	0.73961873	30674
"GO:0035615"	"clathrin adaptor activity"	-300	4.343507062114426	0.04813813107274889	0.9683005041605581	0.70926279	30674
"GO:0140312"	"cargo adaptor activity"	-300	4.3793236507533155	0.05227660466093841	0.9681277052803281	0.71413691	30674
"GO:0030941"	"chloroplast targeting sequence binding"	-300	3.0770043267933502	0.0026040079064926737	0.9690642199745879	0.67135699	null
"GO:0031267"	"small GTPase binding"	-300	5.0687052196919415	0.25568389116399437	0.840178539768098	0.68629655	null
"GO:0019900"	"kinase binding"	-300	5.2773203525361305	0.41335187701277204	0.834357033726978	0.75857742	31267
"GO:0019901"	"protein kinase binding"	-300	5.24075636234839	0.3799756113814397	0.8344957548716534	0.72937545	31267
"GO:0051019"	"mitogen-activated protein kinase binding"	-300	3.6924062348336304	0.010747807989580825	0.869264280889218	0.74310696	31267
