TermID	Name	Value	LogSize	Frequency	Uniqueness	Dispensability	Representative
"GO:0040029"	"epigenetic regulation of gene expression"	-300	4.81798822066788	0.1618659536356915	0.8160225090240585	0.75655761	6338
"GO:0006354"	"DNA-templated transcription elongation"	-300	4.903979379363818	0.19730943602478507	0.9229987770874083	0.66349346	null
"GO:0006357"	"regulation of transcription by RNA polymerase II"	-300	6.230801833816229	4.1876991326832185	0.817376430814802	0.48364739	null
"GO:0006355"	"regulation of DNA-templated transcription"	-300	6.655528356088988	11.135305937063894	0.7983105937047423	0.72663885	6357
"GO:0009889"	"regulation of biosynthetic process"	-300	6.757082570711665	14.06877837293839	0.8061904711456814	0.79797931	6357
"GO:0010468"	"regulation of gene expression"	-300	6.7497482160021365	13.833180130521608	0.7973662896617121	0.81405727	6357
"GO:0010556"	"regulation of macromolecule biosynthetic process"	-300	6.751995483723061	13.904945798300691	0.7972887673731242	0.85807699	6357
"GO:0019219"	"regulation of nucleobase-containing compound metabolic process"	-300	6.681471171615664	11.820748427527752	0.8069003462664203	0.76741413	6357
"GO:0031323"	"regulation of cellular metabolic process"	-300	6.776818384108402	14.72286076554673	0.7996834880351225	0.81834336	6357
"GO:0031326"	"regulation of cellular biosynthetic process"	-300	6.7533149697461	13.947256455402673	0.798047286236776	0.85374817	6357
"GO:0051252"	"regulation of RNA metabolic process"	-300	6.6718271249427055	11.561147071204134	0.8045959639281688	0.86519182	6357
"GO:0060255"	"regulation of macromolecule metabolic process"	-300	6.788579695073296	15.12702476431192	0.8046077860703124	0.81309371	6357
"GO:0080090"	"regulation of primary metabolic process"	-300	6.766150778424015	14.365627383358822	0.805737681449384	0.75285716	6357
"GO:2001141"	"regulation of RNA biosynthetic process"	-300	6.655643536761422	11.138259560596317	0.7984896858909651	0.86932043	6357
"GO:0006359"	"regulation of transcription by RNA polymerase III"	-300	3.908055874098767	0.019914806667371925	0.878377044873316	0.27294822	null
"GO:0006366"	"transcription by RNA polymerase II"	-300	5.323359371070169	0.5182403236462522	0.9163402148939042	0.656612	null
"GO:0006352"	"DNA-templated transcription initiation"	-300	5.498863065954816	0.7763107184388958	0.9131868449064374	0.75329215	6366
"GO:0006368"	"transcription elongation by RNA polymerase II"	-300	4.789206888864434	0.15148642827216321	0.9242414702848641	0.67469841	null
"GO:0006367"	"transcription initiation at RNA polymerase II promoter"	-300	4.892250475298266	0.1920519861370695	0.9226343913272301	0.82136538	6368
"GO:0006383"	"transcription by RNA polymerase III"	-300	4.851680204600478	0.17492343100195132	0.9237535509682817	0.43309729	null
"GO:0006384"	"transcription initiation at RNA polymerase III promoter"	-300	4.204933522354144	0.039453026334359736	0.9317171874252522	0.53741386	null
"GO:0006388"	"tRNA splicing, via endonucleolytic cleavage and ligation"	-300	4.330251389917909	0.052650800818409706	0.927607846902212	0.57445636	null
"GO:0006396"	"RNA processing"	-300	6.2525248812610785	4.402491558667012	0.8979126736366648	0.67362954	null
"GO:0006351"	"DNA-templated transcription"	-300	5.918800159642457	2.0416135034942102	0.9061072365170539	0.72753381	6396
"GO:0032774"	"RNA biosynthetic process"	-300	6.423332724148457	6.5238873564778945	0.8949780682334273	0.82991691	6396
"GO:0006397"	"mRNA processing"	-300	5.689537048003264	1.2042316958165515	0.907828990607567	0.67661264	null
"GO:0000375"	"RNA splicing, via transesterification reactions"	-300	5.505959454108139	0.7890999083342936	0.9117952580090153	0.94953878	6397
"GO:0000377"	"RNA splicing, via transesterification reactions with bulged adenosine as nucleophile"	-300	5.505689796451917	0.7886100990984999	0.9117605561206249	0.99085613	6397
"GO:0000398"	"mRNA splicing, via spliceosome"	-300	5.500911275480265	0.7799805956779332	0.9102698266307837	0.86882747	6397
"GO:0006399"	"tRNA metabolic process"	-300	5.987850309592963	2.3934466773236682	0.9313552979147077	0.59425667	null
"GO:0006412"	"translation"	-300	6.255454388144548	4.432288697403288	0.9182598615061935	0.51245829	null
"GO:0006413"	"translational initiation"	-300	5.294236893407935	0.4846280878472618	0.9335878432612775	0.55444556	null
"GO:0006414"	"translational elongation"	-300	5.257906459687961	0.44573624998406275	0.9340829131427089	0.38472939	null
"GO:0006468"	"protein phosphorylation"	-300	6.183647586752504	3.756826993126081	0.9102072676052679	0.6496435	null
"GO:0036211"	"protein modification process"	-300	6.5265191621302225	8.273569632733158	0.9407834497513896	0.70996449	6468
"GO:0006470"	"protein dephosphorylation"	-300	5.301804520256447	0.49314683038536267	0.9264954746143803	0.49250648	null
"GO:0035335"	"peptidyl-tyrosine dephosphorylation"	-300	4.2139690824147	0.04028250227638227	0.9399175841462856	0.72348764	6470
"GO:0006479"	"protein methylation"	-300	4.919971923220444	0.204710724326452	0.9576784302745383	0.64948042	null
"GO:0018022"	"peptidyl-lysine methylation"	-300	4.416756969168746	0.06425607994789415	0.9596266508386554	0.9125591	6479
"GO:0006508"	"proteolysis"	-300	6.335491800413612	5.329242630377004	0.9505293057393182	0.40112295	null
"GO:0006518"	"peptide metabolic process"	-300	5.210141876169784	0.3993126721131813	0.985178988255853	0.04380314	null
"GO:0006520"	"amino acid metabolic process"	-300	6.349827285704941	5.5080894579711925	0.9719305714141215	0.12927537	null
"GO:0006560"	"proline metabolic process"	-300	4.798774909075712	0.15486094315795815	0.9464762095359972	0.56460956	null
"GO:0006536"	"glutamate metabolic process"	-300	5.034496102960969	0.2664808378012222	0.943974727615591	0.7153829	6560
"GO:0006575"	"cellular modified amino acid metabolic process"	-300	5.644975954811678	1.0867980855202988	0.9628587790106278	0.14404494	null
"GO:0006605"	"protein targeting"	-300	5.485150507652978	0.7521820755319316	0.9282544921211614	0.64136976	null
"GO:0006629"	"lipid metabolic process"	-300	6.385531203866832	5.980051423570241	0.9716358317759962	0.12214006	null
"GO:0006638"	"neutral lipid metabolic process"	-300	4.9501700598082	0.21945176710619374	0.9462972406400333	0.48174134	null
"GO:0006642"	"triglyceride mobilization"	-300	3.0060379549973173	0.0024933505319549823	0.9560267966737035	0.38385995	null
"GO:0006643"	"membrane lipid metabolic process"	-300	5.53173430927655	0.8373498100893909	0.9395600451662544	0.670921	null
"GO:0006658"	"phosphatidylserine metabolic process"	-300	3.9278834103307068	0.02084519808008563	0.9349933466916533	0.66661788	null
"GO:0006666"	"3-keto-sphinganine metabolic process"	-300	3.5686709780098966	0.009114389950473149	0.9442468750125623	0.67584408	null
"GO:0006690"	"icosanoid metabolic process"	-300	4.565847818673518	0.09057532697473977	0.9526817393100893	0.45116316	null
"GO:0006790"	"sulfur compound metabolic process"	-300	5.985815233869408	2.3822573668416673	0.9596847115819606	0.16026425	null
"GO:0006793"	"phosphorus metabolic process"	-300	6.713141707407333	12.714975181439863	0.9504991617847879	0.21801318	null
"GO:0006805"	"xenobiotic metabolic process"	-300	4.777216512043379	0.14736120073854372	0.8966582640027232	0.64005696	null
"GO:0006808"	"regulation of nitrogen utilization"	-300	4.429865278734561	0.06622516230284378	0.858895582015291	0.52378389	null
"GO:0006810"	"transport"	-300	6.876331770196184	18.51422792453157	0.9464458957260686	0.57305707	null
"GO:0051234"	"establishment of localization"	-300	6.888323017729411	19.032544550119077	0.9472802111585489	0.78220361	6810
"GO:0055085"	"transmembrane transport"	-300	6.721216453410256	12.953593503918547	0.9371825698033952	0.72016737	6810
"GO:0006811"	"monoatomic ion transport"	-300	6.300613307421874	4.917982551075166	0.9537081477939741	0.42763092	null
"GO:0006820"	"monoatomic anion transport"	-300	5.3205201586614885	0.5148633474075136	0.9612617742033092	0.68064668	null
"GO:0006836"	"neurotransmitter transport"	-300	4.765579153897841	0.14346487902868713	0.9665465631764726	0.2282901	null
"GO:0006895"	"Golgi to endosome transport"	-300	4.121362840563391	0.03254646997437387	0.9351806500470938	0.62051471	null
"GO:0006909"	"phagocytosis"	-300	4.541803820948174	0.08569692544035204	0.9496037607249234	0.52770898	null
"GO:0006898"	"receptor-mediated endocytosis"	-300	4.814906530466386	0.16072142451687704	0.94719559175737	0.75843326	6909
"GO:0006915"	"apoptotic process"	-300	5.185227581152879	0.3770497347375319	0.9856407864855811	0.01384954	null
"GO:0008630"	"intrinsic apoptotic signaling pathway in response to DNA damage"	-300	4.141543834220653	0.034094660975953026	0.8310878453825069	0.88538551	6915
"GO:0012501"	"programmed cell death"	-300	5.231775323975095	0.41970744260457216	0.9855230169984237	0.98611933	6915
"GO:0030330"	"DNA damage response, signal transduction by p53 class mediator"	-300	3.3942765267678214	0.006099232594456511	0.8480914785591173	0.90509656	6915
"GO:0042771"	"intrinsic apoptotic signaling pathway in response to DNA damage by p53 class mediator"	-300	3.6599162000698504	0.011245921599706134	0.8410548137777359	0.93615908	6915
"GO:0072332"	"intrinsic apoptotic signaling pathway by p53 class mediator"	-300	3.815378484965918	0.016087402839938564	0.8442973775017902	0.84407132	6915
"GO:0097190"	"apoptotic signaling pathway"	-300	4.6552441130877975	0.11127776658409155	0.8284665024673364	0.88041351	6915
"GO:0097193"	"intrinsic apoptotic signaling pathway"	-300	4.411703863405971	0.06351275135890067	0.8316417208473366	0.84226507	6915
"GO:0006950"	"response to stress"	-300	6.428160883324095	6.596819705552286	0.9287348444326597	0.6276778	null
"GO:0006952"	"defense response"	-300	5.6598135537959715	1.1245700077941203	0.9308249728279583	0.66772524	null
"GO:0006979"	"response to oxidative stress"	-300	5.493504057283511	0.7667902052527142	0.9330520375305603	0.63571703	null
"GO:0006996"	"organelle organization"	-300	6.4253582825587365	6.55438598080312	0.9291689202391538	0.61792488	null
"GO:0006997"	"nucleus organization"	-300	4.64635470602076	0.10902316728767422	0.9433808233473616	0.43810306	null
"GO:0006999"	"nuclear pore organization"	-300	4.034828915655837	0.026666297791905505	0.9421073452813664	0.67892355	null
"GO:0006998"	"nuclear envelope organization"	-300	4.296314103353241	0.04869294528496092	0.9405543154448561	0.85942665	6999
"GO:0051292"	"nuclear pore complex assembly"	-300	2.7774268223893115	0.0014718890603248563	0.9484427482852826	0.70406717	6999
"GO:0007005"	"mitochondrion organization"	-300	5.4279775769010445	0.6594013763196482	0.934755200996419	0.51835597	null
"GO:0007010"	"cytoskeleton organization"	-300	5.8870825415010435	1.8978237258769566	0.9283044795268732	0.6271739	null
"GO:0007017"	"microtubule-based process"	-300	5.74006015726112	1.352798959497502	0.9894491579226664	0.01745415	null
"GO:0007033"	"vacuole organization"	-300	5.039441881406334	0.2695329154513942	0.9393550342677843	0.47509496	null
"GO:0007049"	"cell cycle"	-300	5.920971251397435	2.051845347681118	0.989008738478398	0.01834623	null
"GO:0007079"	"mitotic chromosome movement towards spindle pole"	-300	2.392696953259666	0.0006054928241470144	0.9046148677363863	0.60385353	null
"GO:0007099"	"centriole replication"	-300	4.1736523746892695	0.036711079155092356	0.910809528296887	0.63976393	null
"GO:0007098"	"centrosome cycle"	-300	4.540992300356618	0.08553693749901238	0.9111540169528655	0.91739793	7099
"GO:0051298"	"centrosome duplication"	-300	4.2879584058601505	0.0477650152251909	0.9145776410795424	0.93306056	7099
"GO:0098534"	"centriole assembly"	-300	4.178890655048907	0.03715658403789972	0.9317065494053242	0.86830778	7099
"GO:0007112"	"male meiosis cytokinesis"	-300	2.813580988568192	0.001599879413396583	0.9136688345146337	0.63944852	null
"GO:0007114"	"cell budding"	-300	2.9921114877869495	0.0024145872377569965	0.9662161166380373	0.54655158	null
"GO:0007154"	"cell communication"	-300	6.574350790896292	9.236864411598072	0.9870306194413826	0.03454011	null
"GO:0007155"	"cell adhesion"	-300	5.620991303588418	1.0284049482842672	0.9897194049892237	0.01691288	null
"GO:0007163"	"establishment or maintenance of cell polarity"	-300	4.964203040909922	0.22665860852530942	0.9909845824010722	0.01322608	null
"GO:0007164"	"establishment of tissue polarity"	-300	3.7107940999303275	0.01264397007172038	0.9019996149450346	0.50621754	null
"GO:0007166"	"cell surface receptor signaling pathway"	-300	5.8500516596084555	1.7427092633657988	0.7920251588643492	0.61586777	null
"GO:0007186"	"G protein-coupled receptor signaling pathway"	-300	5.774433748393295	1.464221945905271	0.795107401937175	0.60127973	null
"GO:0007187"	"G protein-coupled receptor signaling pathway, coupled to cyclic nucleotide second messenger"	-300	4.273232834043045	0.046172519870625386	0.8403325877744293	0.5878501	null
"GO:0007188"	"adenylate cyclase-modulating G protein-coupled receptor signaling pathway"	-300	5.149249912590282	0.34707291723636735	0.8163034355121345	0.68550221	null
"GO:0007189"	"adenylate cyclase-activating G protein-coupled receptor signaling pathway"	-300	4.974050902792877	0.23185698594237647	0.8216877921798085	0.70962155	7188
"GO:0007218"	"neuropeptide signaling pathway"	-300	4.794808595205845	0.15345304927416917	0.8268702141682072	0.2983512	null
"GO:0007219"	"Notch signaling pathway"	-300	4.5554934774066025	0.0884413339725631	0.8319111797433913	0.59889884	null
"GO:0007221"	"positive regulation of transcription of Notch receptor target"	-300	3.3533390953113047	0.005550350888014299	0.7937670949330204	0.49830267	null
"GO:0007224"	"smoothened signaling pathway"	-300	4.22177925693969	0.041013524100657325	0.8401933433527773	0.56615878	null
"GO:0007259"	"cell surface receptor signaling pathway via JAK-STAT"	-300	3.989138224215789	0.024003113906836116	0.8454902660985631	0.2649547	null
"GO:0007264"	"small GTPase-mediated signal transduction"	-300	5.2043262235564915	0.3940010724607046	0.8101039491073524	0.6875713	null
"GO:0000165"	"MAPK cascade"	-300	4.759176625403369	0.14136534496772205	0.8236970322997886	0.79398316	7264
"GO:0007265"	"Ras protein signal transduction"	-300	4.656740061467408	0.11166173764330672	0.8262866562764203	0.78672887	7264
"GO:0007266"	"Rho protein signal transduction"	-300	4.472361456582478	0.07303326454508217	0.8311888985680401	0.75288358	7264
"GO:0007267"	"cell-cell signaling"	-300	5.406652571520464	0.6278049885815375	0.8550602505655642	0.52901498	null
"GO:0007291"	"sperm individualization"	-300	2.7299742856995555	0.0013192851778162592	0.8658397157982894	0.60891156	null
"GO:0007304"	"chorion-containing eggshell formation"	-300	3.0086001717619175	0.0025081186496171046	0.8718631685418715	0.58272845	null
"GO:0002066"	"columnar/cuboidal epithelial cell development"	-300	3.2405492482826	0.004280292769071781	0.8926729915129359	0.76211048	7304
"GO:0007299"	"follicle cell of egg chamber-cell adhesion"	-300	1.5797835966168101	9.107005891642088E-05	0.8921668219732157	0.80339002	7304
"GO:0030703"	"eggshell formation"	-300	3.0330214446829107	0.0026533384732946408	0.8773312738817972	0.7244009	7304
"GO:0007349"	"cellularization"	-300	3.022840610876528	0.002591804649702464	0.8892942132229693	0.49720125	null
"GO:0007389"	"pattern specification process"	-300	4.9222114723180175	0.20576910609223742	0.8652451742570668	0.60359453	null
"GO:0007444"	"imaginal disc development"	-300	3.5560611590095323	0.008853486538442321	0.903394805976301	0.53804205	null
"GO:0007565"	"female pregnancy"	-300	3.6909930320998696	0.012080320247616044	0.9056841637775549	0.60553888	null
"GO:0007584"	"response to nutrient"	-300	4.507734468072263	0.07923095125728616	0.9300809090096903	0.50820138	null
"GO:0000411"	"positive regulation of transcription by galactose"	-300	3.9742813588778305	0.023195790141306766	0.7635573286939277	0.93799521	7584
"GO:0009267"	"cellular response to starvation"	-300	5.042481004718527	0.2714256958650895	0.9212406006136288	0.84172601	7584
"GO:0031669"	"cellular response to nutrient levels"	-300	5.113354986024232	0.319540223208284	0.9291265264303159	0.92225219	7584
"GO:0031670"	"cellular response to nutrient"	-300	4.264723400902	0.0452765873991233	0.9201158731540588	0.7149747	7584
"GO:0042594"	"response to starvation"	-300	5.107647436650064	0.3153682299687344	0.9332393355972216	0.90935355	7584
"GO:0045990"	"carbon catabolite regulation of transcription"	-300	4.116308814655416	0.03216988297398975	0.8099056305142921	0.90647786	7584
"GO:0045991"	"carbon catabolite activation of transcription"	-300	4.017242084547646	0.025607916026120073	0.7621587457302241	0.96632226	7584
"GO:0007603"	"phototransduction, visible light"	-300	2.6085260335771943	0.0009968479421932554	0.8581271047203479	0.4706562	null
"GO:0007610"	"behavior"	-300	4.6345377245814365	0.1060966186376303	0.9216557630517211	0.55499239	null
"GO:0007623"	"circadian rhythm"	-300	4.511495663673566	0.07992013008151853	0.997578183683095	-0	null
"GO:0032922"	"circadian regulation of gene expression"	-300	4.258637282724076	0.04464648104553941	0.8720795650612728	0.8842643	7623
"GO:0045475"	"locomotor rhythm"	-300	2.921166050637739	0.002050307002091313	0.9334393077245021	0.93386565	7623
"GO:0048512"	"circadian behavior"	-300	3.4761067168401913	0.007364368007511656	0.9288249247760626	0.78854493	7623
"GO:0007631"	"feeding behavior"	-300	3.947531745695593	0.021810048434010958	0.9262924993689912	0.69500334	null
"GO:0007622"	"rhythmic behavior"	-300	3.4898179083014504	0.007600657890105613	0.9305280608112924	0.76374161	7631
"GO:0007626"	"locomotory behavior"	-300	4.047780924741197	0.027473621557434862	0.9252946039217512	0.82275463	7631
"GO:0008033"	"tRNA processing"	-300	5.748722810452788	1.3800535206429487	0.9067126182085254	0.68906316	null
"GO:0002097"	"tRNA wobble base modification"	-300	5.033367454404887	0.2657891976240462	0.9129079043427651	0.71340558	8033
"GO:0002098"	"tRNA wobble uridine modification"	-300	4.883967887817329	0.1884239518980748	0.915150321256004	0.74278885	8033
"GO:0002143"	"tRNA wobble position uridine thiolation"	-300	4.351545085306165	0.05529675523287328	0.922550961386978	0.85875856	8033
"GO:0006400"	"tRNA modification"	-300	5.619912080410342	1.0258525252816637	0.9019832845016215	0.82212064	8033
"GO:0008150"	"biological_process"	-300	7.608826117220222	100	1	-0	null
"GO:0008152"	"metabolic process"	-300	7.372900851027942	58.08643542977757	1	-0	null
"GO:0008213"	"protein alkylation"	-300	4.919971923220444	0.204710724326452	0.9585141768587977	0.44989518	null
"GO:0008219"	"cell death"	-300	5.231841537884141	0.41977143778110804	0.9905101198402102	0.0139886	null
"GO:0008277"	"regulation of G protein-coupled receptor signaling pathway"	-300	4.441852175773292	0.06807856106944013	0.8484208620984109	0.56810646	null
"GO:0008283"	"cell population proliferation"	-300	4.601059963546283	0.09822521192371914	0.9915551904963547	0.01143802	null
"GO:0008347"	"glial cell migration"	-300	3.2278867046136734	0.004157225121887429	0.8808242378374204	0.6150186	null
"GO:0008380"	"RNA splicing"	-300	5.59033237091941	0.9583080778010037	0.9113252740115356	0.58149988	null
"GO:0008589"	"regulation of smoothened signaling pathway"	-300	3.8341662839426203	0.01679873384066412	0.861082845509841	0.51676359	null
"GO:0008592"	"regulation of Toll signaling pathway"	-300	3.406199423663313	0.0062690659475709174	0.8687813831162945	0.48583606	null
"GO:0008593"	"regulation of Notch signaling pathway"	-300	4.237870341476738	0.042561715102236476	0.8529262460853722	0.54977197	null
"GO:0009056"	"catabolic process"	-300	6.565667808795279	9.05402280817628	0.9788781091607882	0.10558269	null
"GO:0009057"	"macromolecule catabolic process"	-300	6.153821264426577	3.5074771718129205	0.9470814690068424	0.64729782	null
"GO:0009058"	"biosynthetic process"	-300	7.06378821024573	28.507692540195496	0.9747599276400671	0.23058507	null
"GO:0009059"	"macromolecule biosynthetic process"	-300	6.820060570164805	16.264263355707197	0.9204484744645858	0.54924243	null
"GO:0009100"	"glycoprotein metabolic process"	-300	5.590942096433143	0.9596544378612005	0.9410757416236469	0.65144035	null
"GO:0009123"	"nucleoside monophosphate metabolic process"	-300	5.661446361227424	1.1288059962102055	0.9064017720237834	0.66524978	null
"GO:0009132"	"nucleoside diphosphate metabolic process"	-300	5.356473313428258	0.5593006134528395	0.9124386611868034	0.60860795	null
"GO:0009138"	"pyrimidine nucleoside diphosphate metabolic process"	-300	4.471262365845785	0.07284866307430564	0.9233451962016425	0.674773	null
"GO:0009133"	"nucleoside diphosphate biosynthetic process"	-300	4.489212933464914	0.07592289290097076	0.915405162542687	0.71589696	9138
"GO:0009141"	"nucleoside triphosphate metabolic process"	-300	5.674915309398467	1.1643627008347086	0.9061151952387282	0.66799543	null
